packed,counter,value,time_of_day
317525987340604196,1128,12.93,11:08:49.316
317879188271158057,1129,54.68,11:08:49.321
318207289412834094,1130,81.82,11:08:49.326
318391938646823731,1131,25.46,11:08:49.331
318775204348449592,1132,84.71,11:08:49.336
318945216333894461,1133,19.83,11:08:49.341
319224165869835074,1134,18.36,11:08:49.346
319497171171038023,1135,13.43,11:08:49.351
319906275395916620,1136,87.72,11:08:49.356
320135403311223633,1137,57.25,11:08:49.361
320489927091704662,1138,99.77,11:08:49.366
320711925361300315,1139,65.15,11:08:49.371
320933665932858208,1140,30.38,11:08:49.376
321198356177376101,1141,20.61,11:08:49.381
321601516167517034,1142,91.44,11:08:49.386
321823583156589423,1143,56.86,11:08:49.391
322011238867686260,1144,2.25,11:08:49.396
322415893506446201,1145,73.95,11:08:49.401
322702591163388798,1146,76.99,11:08:49.406
322992329657176963,1147,81.8,11:08:49.411
323243087027786632,1148,63.92,11:08:49.416
323486061917655949,1149,41.51,11:08:49.421
323798701177066386,1150,59.65,11:08:49.426
324009240473916311,1151,18.36,11:08:49.431
324323632079983516,1152,37.52,11:08:49.436
324609075606475681,1153,39.83,11:08:49.441
324966966641316774,1154,84.31,11:08:49.446
325225403413451691,1155,70.9,11:08:49.451
325546254650332080,1156,93.82,11:08:49.456
325754079527850933,1157,50.95,11:08:49.461
325990904024552378,1158,24.96,11:08:49.466
326306807459107775,1159,45.0,11:08:49.471
326674954875851716,1160,95.45,11:08:49.476
326880082513908681,1161,51.01,11:08:49.481
327118882695566286,1162,26.17,11:08:49.486
327471533870306259,1163,67.6,11:08:49.491
327805304368813016,1164,98.04,11:08:49.496
328009057617335261,1165,52.8,11:08:49.501
328293453171807202,1166,54.5,11:08:49.506
328515210923234279,1167,19.74,11:08:49.511
328904541118682092,1168,82.52,11:08:49.516
329164180481659889,1169,69.81,11:08:49.521
329371747661140982,1170,26.79,11:08:49.526
329615134867870715,1171,4.62,11:08:49.531
329953234693411840,1172,37.58,11:08:49.536
330270804575278085,1173,58.59,11:08:49.541
330569133003658250,1174,68.4,11:08:49.546
330801937410970639,1175,40.07,11:08:49.551
331083137509774356,1176,39.91,11:08:49.556
331313055699063833,1177,9.9,11:08:49.561
331601333903971358,1178,13.86,11:08:49.566
331948178282927139,1179,51.91,11:08:49.571
332303492337390632,1180,94.89,11:08:49.576
332514134713455661,1181,53.66,11:08:49.581
332851822222136370,1182,86.38,11:08:49.586
333046676298421303,1183,35.96,11:08:49.591
333365946987336764,1184,57.96,11:08:49.596
333702277286351937,1185,89.89,11:08:49.601
333935167593010246,1186,61.61,11:08:49.606
334209272405840971,1187,57.32,11:08:49.611
334420876854580304,1188,16.65,11:08:49.616
334744116093277269,1189,40.96,11:08:49.621
334956527995868250,1190,0.76,11:08:49.626
335376077581210719,1191,81.13,11:08:49.631
335586324820284516,1192,39.67,11:08:49.636
335806124066624617,1193,3.77,11:08:49.641
336237544941573230,1194,91.05,11:08:49.646
336526201103602803,1195,95.23,11:08:49.651
336668192722408568,1196,14.04,11:08:49.656
337058553710007421,1197,77.42,11:08:49.661
337356624440349826,1198,87.08,11:08:49.666
337507498051523719,1199,11.06,11:08:49.671
337832077320017036,1200,36.15,11:08:49.676
338147156120851601,1201,55.71,11:08:49.681
338435142267982998,1202,59.5,11:08:49.686
338738779275941019,1203,72.4,11:08:49.691
338907382512112800,1204,6.7,11:08:49.696
339285597332198565,1205,63.01,11:08:49.701
339519947927737514,1206,35.58,11:08:49.706
339861037050516655,1207,70.28,11:08:49.711
340167422837544116,1208,84.78,11:08:49.716
340327659477423289,1209,14.21,11:08:49.721
340585563673613502,1210,0.49,11:08:49.726
340880645106717891,1211,8.41,11:08:49.731
341214793562346696,1212,39.07,11:08:49.736
341520200096830669,1213,53.0,11:08:49.741
341829592360965330,1214,69.25,11:08:49.746
342069148456867031,1215,44.85,11:08:49.751
342300028718830812,1216,15.4,11:08:49.756
342641839396115681,1217,50.52,11:08:49.761
342945098446951654,1218,63.2,11:08:49.766
343151205337552107,1219,19.33,11:08:49.771
343402478104237296,1220,1.75,11:08:49.776
343734685234648309,1221,31.28,11:08:49.781
344060638892676346,1222,57.17,11:08:49.786
344328541772731647,1223,49.27,11:08:49.791
344580587633530116,1224,32.14,11:08:49.796
344932946750493961,1225,73.4,11:08:49.801
345152591378011406,1226,37.41,11:08:49.806
345381169537504531,1227,6.62,11:08:49.811
345755398627939608,1228,60.61,11:08:49.816
346084685180589341,1229,88.44,11:08:49.821
346289915897861410,1230,44.06,11:08:49.826
346640093171438887,1231,84.05,11:08:49.831
346880954937398572,1232,60.41,11:08:49.836
347197339408291121,1233,80.73,11:08:49.841
347375357212775734,1234,20.51,11:08:49.846
347750239138239803,1235,74.88,11:08:49.851
348040063531373888,1236,79.74,11:08:49.856
348210419114202437,1237,15.06,11:08:49.861
348584699744245066,1238,69.08,11:08:49.866
348905241743480143,1239,91.82,11:08:49.871
349086575262717268,1240,33.53,11:08:49.876
349416325671834969,1241,61.63,11:08:49.881
349727573361841502,1242,78.96,11:08:49.886
349976028629980515,1243,59.74,11:08:49.891
350244361006765416,1244,52.09,11:08:49.896
350570349024531821,1245,78.0,11:08:49.901
350769996284319090,1246,30.37,11:08:49.906
351074629724689783,1247,43.85,11:08:49.911
351432658198484348,1248,88.41,11:08:49.916
351654106712266113,1249,53.47,11:08:49.921
351949875340137862,1250,61.79,11:08:49.926
352279264972002699,1251,89.68,11:08:49.931
352415466974893456,1252,5.12,11:08:49.936
352699140974859669,1253,6.4,11:08:49.941
353128586164852122,1254,92.53,11:08:49.946
353345911510029727,1255,55.19,11:08:49.951
353559113686603172,1256,15.45,11:08:49.956
353897780447827369,1257,48.74,11:08:49.961
354243095818425774,1258,85.9,11:08:49.966
354435407274071475,1259,34.0,11:08:49.971
354730986923382200,1260,42.21,11:08:49.976
354966316771464637,1261,15.35,11:08:49.981
355274798502532546,1262,31.07,11:08:49.986
355649113492313543,1263,85.11,11:08:49.991
355944899300054476,1264,93.44,11:08:49.996
356082544411956689,1265,9.72,11:08:50.001
356383776238228950,1266,21.22,11:08:50.006
356737836162242011,1267,63.47,11:08:50.011
357053275740329440,1268,83.24,11:08:50.016
357282781612758501,1269,52.99,11:08:50.021
357600609192662506,1270,74.15,11:08:50.026
357838893978244591,1271,49.01,11:08:50.031
358073742789989876,1272,21.87,11:08:50.036
358378616748529145,1273,35.49,11:08:50.041
358634528079894014,1274,20.61,11:08:50.046
358892844592944643,1275,7.13,11:08:50.051
359332546164839944,1276,99.23,11:08:50.056
359476444749125133,1277,19.15,11:08:50.061
359770323591386642,1278,26.37,11:08:50.066
360048414133868055,1279,24.4,11:08:50.071
360372701344585244,1280,49.32,11:08:50.076
360652149096732193,1281,48.14,11:08:50.081
361018011590874662,1282,97.26,11:08:50.086
361145486220219947,1283,7.62,11:08:50.091
361443539770693168,1284,17.27,11:08:50.096
361780488544998965,1285,49.56,11:08:50.101
362097955347650106,1286,70.51,11:08:50.106
362355704925017663,1287,56.7,11:08:50.111
362586602366850628,1288,27.26,11:08:50.116
362866702954026569,1289,26.46,11:08:50.121
363179977868596814,1290,44.97,11:08:50.126
363464682660714067,1291,46.85,11:08:50.131
363693020302038616,1292,15.92,11:08:50.136
363965974063634013,1293,10.96,11:08:50.141
364392636114818658,1294,95.47,11:08:50.146
364606284967990887,1295,55.99,11:08:50.151
364858262109312620,1296,38.82,11:08:50.156
365105892743730801,1297,19.12,11:08:50.161
365416075281847926,1298,35.83,11:08:50.166
365692310398457467,1299,32.78,11:08:50.171
365934735532512896,1300,10.05,11:08:50.176
366317606097147525,1301,69.07,11:08:50.181
366488803493566090,1302,4.88,11:08:50.186
366776875540043407,1303,8.72,11:08:50.191
367179485774370452,1304,79.23,11:08:50.196
367382105151526553,1305,33.33,11:08:50.201
367680553838991006,1306,43.21,11:08:50.206
367996886770276003,1307,63.5,11:08:50.211
368287295278962344,1308,68.7,11:08:50.216
368456499810555565,1309,3.35,11:08:50.221
368750052235302578,1310,10.38,11:08:50.226
369105400649504439,1311,53.38,11:08:50.231
369336006033561276,1312,23.77,11:08:50.236
369631276445226689,1313,31.8,11:08:50.241
369859201769690822,1314,0.63,11:08:50.246
370225493760562891,1315,50.0,11:08:50.251
370470341256173264,1316,28.68,11:08:50.256
370798133160203989,1317,55.64,11:08:50.261
371049320027543258,1318,38.01,11:08:50.266
371395013355263711,1319,75.39,11:08:50.271
371552655834896100,1320,3.31,11:08:50.276
371982856939132649,1321,89.88,11:08:50.281
372219853234525934,1322,63.99,11:08:50.286
372515965459781363,1323,72.51,11:08:50.291
372738479125452536,1324,38.19,11:08:50.296
373012154441553661,1325,33.65,11:08:50.301
373315997607941890,1326,46.67,11:08:50.306
373608725398968071,1327,53.22,11:08:50.311
373921880054454028,1328,71.66,11:08:50.316
374144084482479889,1329,37.16,11:08:50.321
374463801847994134,1330,59.42,11:08:50.326
374792761983129371,1331,87.06,11:08:50.331
374967876389721888,1332,25.15,11:08:50.336
375332192695637797,1333,73.37,11:08:50.341
375592364634560298,1334,60.97,11:08:50.346
375844479214835503,1335,43.88,11:08:50.351
376070325775128372,1336,11.5,11:08:50.356
376493569032345401,1337,94.02,11:08:50.361
376779648213997374,1338,96.7,11:08:50.366
377063476832786243,1339,98.07,11:08:50.371
377202461974484808,1340,15.13,11:08:50.376
377525117097629517,1341,39.1,11:08:50.381
377889467763283794,1342,87.34,11:08:50.386
378067141970384727,1343,26.92,11:08:50.391
378441164902389596,1344,80.79,11:08:50.396
378633029681436513,1345,28.63,11:08:50.401
379008598801667942,1346,83.4,11:08:50.406
379261056979326827,1347,66.51,11:08:50.411
379576256039245680,1348,86.14,11:08:50.416
379787860487985013,1349,45.47,11:08:50.421
380144291233945466,1350,89.1,11:08:50.426
380344144652162943,1351,41.59,11:08:50.431
380646579069278084,1352,53.79,11:08:50.436
380994918096852873,1353,92.71,11:08:50.441
381217895618992014,1354,58.66,11:08:50.446
381413213551744915,1355,8.51,11:08:50.451
381817490233382808,1356,79.99,11:08:50.456
381986763484452765,1357,14.68,11:08:50.461
382366490133026722,1358,71.87,11:08:50.466
382544336138819495,1359,11.55,11:08:50.471
382974365444364204,1360,98.02,11:08:50.476
383224933836412849,1361,80.03,11:08:50.481
383416420658337718,1362,27.65,11:08:50.486
383806764466067387,1363,91.02,11:08:50.491
383949924315977664,1364,10.51,11:08:50.496
384232619063400389,1365,11.22,11:08:50.501
384520278793017290,1366,14.82,11:08:50.506
384938917845293007,1367,94.66,11:08:50.511
385181635037124564,1368,72.1,11:08:50.516
385367005825619929,1369,16.16,11:08:50.521
385693011023255518,1370,42.08,11:08:50.526
385993108978161635,1371,52.92,11:08:50.531
386254036831328232,1372,40.96,11:08:50.536
386540614229186541,1373,43.93,11:08:50.541
386785444544927730,1374,22.6,11:08:50.546
387055443369023479,1375,15.92,11:08:50.551
387317024057219068,1376,4.34,11:08:50.556
387676701798455297,1377,49.86,11:08:50.561
387882568170887174,1378,5.85,11:08:50.566
388276519751145483,1379,71.32,11:08:50.571
388514151701698576,1380,45.8,11:08:50.576
388720825527982101,1381,2.26,11:08:50.581
389163842814629914,1382,96.29,11:08:50.586
389284445496301599,1383,2.65,11:08:50.591
389628850333833252,1384,39.28,11:08:50.596
390001309897742377,1385,92.24,11:08:50.601
390224665377003566,1386,58.41,11:08:50.606
390436785221818419,1387,18.04,11:08:50.611
390846971778455608,1388,92.96,11:08:50.616
391131040915413053,1389,94.47,11:08:50.621
391305914803836994,1390,32.42,11:08:50.626
391657758524725319,1391,73.38,11:08:50.631
391839418461476940,1392,15.28,11:08:50.636
392228783016663121,1393,78.08,11:08:50.641
392389672491571286,1394,7.89,11:08:50.646
392815406829819995,1395,91.86,11:08:50.651
393097328483129440,1396,92.12,11:08:50.656
393325305347201125,1397,60.98,11:08:50.661
393538301365344362,1398,21.12,11:08:50.666
393925947933612143,1399,82.92,11:08:50.671
394175313734817908,1400,64.23,11:08:50.676
394479019462252665,1401,77.17,11:08:50.681
394716445254375550,1402,51.53,11:08:50.686
394978489799039107,1403,40.22,11:08:50.691
395270307056998536,1404,46.24,11:08:50.696
395587636420696205,1405,67.11,11:08:50.701
395846262171392146,1406,53.81,11:08:50.706
396122583187347607,1407,50.81,11:08:50.711
396450701508892828,1408,77.96,11:08:50.716
396662134158940321,1409,37.19,11:08:50.721
396913681803532454,1410,19.77,11:08:50.726
397292996135245995,1411,76.72,11:08:50.731
397533033267484848,1412,52.6,11:08:50.736
397796108604299445,1413,41.89,11:08:50.741
398119880418941114,1414,66.51,11:08:50.746
398288225957075135,1415,0.66,11:08:50.751
398579802696865988,1416,6.54,11:08:50.756
398973152981702857,1417,71.66,11:08:50.761
399267598759647438,1418,79.21,11:08:50.766
399499973670230227,1419,50.63,11:08:50.771
399862881226873048,1420,98.03,11:08:50.776
399982865433254109,1421,4.03,11:08:50.781
400394924595632354,1422,80.04,11:08:50.786
400656951960426727,1423,68.72,11:08:50.791
400824971081046252,1424,2.68,11:08:50.796
401204749269227761,1425,59.9,11:08:50.801
401546645845858550,1426,95.07,11:08:50.806
401813981790230779,1427,86.84,11:08:50.811
402074566046013696,1428,74.68,11:08:50.816
402357965168072965,1429,75.8,11:08:50.821
402576647722916106,1430,39.25,11:08:50.826
402929694034647311,1431,80.91,11:08:50.831
403091854819875092,1432,11.46,11:08:50.836
403362592378345753,1433,5.21,11:08:50.841
403662054678092062,1434,15.68,11:08:50.846
404043413414238499,1435,73.82,11:08:50.851
404329973632227624,1436,76.78,11:08:50.856
404620502399998253,1437,82.05,11:08:50.861
404814067986094386,1438,30.88,11:08:50.866
405085681717893431,1439,25.14,11:08:50.871
405354048454416700,1440,17.51,11:08:50.876
405673765819930945,1441,39.77,11:08:50.881
406041071423084870,1442,89.73,11:08:50.886
406185519763183947,1443,9.97,11:08:50.891
406471513045490000,1444,12.6,11:08:50.896
406815144788908373,1445,48.78,11:08:50.901
407013434839030106,1446,0.36,11:08:50.906
407360399477070175,1447,38.48,11:08:50.911
407592654128568676,1448,9.83,11:08:50.916
408005847162313065,1449,86.5,11:08:50.921
408255986057632110,1450,68.26,11:08:50.926
408445651813423475,1451,14.82,11:08:50.931
408732332290496888,1452,17.85,11:08:50.936
409075448637839741,1453,53.73,11:08:50.941
409387143004445058,1454,71.32,11:08:50.946
409653465336535431,1455,62.5,11:08:50.951
409936469321603468,1456,63.39,11:08:50.956
410255276154050961,1457,85.12,11:08:50.961
410561936818985366,1458,99.78,11:08:50.966
410714356618385819,1459,24.66,11:08:50.971
411116365557291424,1460,94.82,11:08:50.976
411263786014759333,1461,16.79,11:08:50.981
411518700913711530,1462,1.33,11:08:50.986
411817355759606191,1463,11.33,11:08:50.991
412163598843140532,1464,49.03,11:08:50.996
412469864371083705,1465,63.46,11:08:51.001
412676022801291710,1466,19.62,11:08:51.006
413034875908807107,1467,64.66,11:08:51.011
413306884777597384,1468,59.15,11:08:51.016
413519451299011021,1469,19.04,11:08:51.021
413824909373102546,1470,33.0,11:08:51.026
414082830749161943,1471,19.29,11:08:51.031
414426101715327452,1472,55.26,11:08:51.036
414658992021985761,1473,26.98,11:08:51.041
415055812640397798,1474,94.12,11:08:51.046
415199109929261547,1475,13.69,11:08:51.051
415578149383068144,1476,70.48,11:08:51.056
415903450206067189,1477,95.99,11:08:51.061
416033175398275578,1478,7.66,11:08:51.066
416465541166029311,1479,95.49,11:08:51.071
416610315923642884,1480,15.92,11:08:51.076
416864663886912009,1481,0.13,11:08:51.081
417260831670295054,1482,66.89,11:08:51.086
417592952901360147,1483,96.37,11:08:51.091
417836546266520088,1484,74.32,11:08:51.096
418127006314813981,1485,79.55,11:08:51.101
418292293836233250,1486,11.92,11:08:51.106
418712118299482663,1487,92.45,11:08:51.111
418893176940812844,1488,34.0,11:08:51.116
419224799955671601,1489,63.19,11:08:51.121
419555907574454838,1490,92.08,11:08:51.126
419805668512651835,1491,73.62,11:08:51.131
420106969058400832,1492,85.16,11:08:51.136
420285725597260357,1493,25.37,11:08:51.141
420589104907180618,1494,38.12,11:08:51.146
420805141762169423,1495,0.03,11:08:51.151
421147433475791444,1496,35.43,11:08:51.156
421503125487376985,1497,78.63,11:08:51.161
421784463025134174,1498,78.55,11:08:51.166
422032780854319715,1499,59.25,11:08:51.171
422291784562137704,1500,46.17,11:08:51.176
422625331722345069,1501,76.48,11:08:51.181
422921409587862130,1502,84.98,11:08:51.186
423060927305505399,1503,2.35,11:08:51.191
423430964507859580,1504,53.9,11:08:51.196
423659559847221889,1505,23.12,11:08:51.201
424055968148773510,1506,90.02,11:08:51.206
424352200633113227,1507,98.61,11:08:51.211
424629105764620944,1508,95.95,11:08:51.216
424883728605797013,1509,80.32,11:08:51.221
425095934349957786,1510,40.0,11:08:51.226
425473633773968031,1511,96.01,11:08:51.231
425705407389129380,1512,67.08,11:08:51.236
426040861514816169,1513,98.5,11:08:51.241
426188677109275310,1514,20.7,11:08:51.246
426506985725516467,1515,42.14,11:08:51.251
426813697930058424,1516,56.83,11:08:51.256
427115840289397437,1517,68.86,11:08:51.261
427329660941261506,1518,29.48,11:08:51.266
427574731775171271,1519,8.29,11:08:51.271
427900651073460940,1520,34.16,11:08:51.276
428226054975675089,1521,59.73,11:08:51.281
428558760322292438,1522,89.55,11:08:51.286
428774951796103899,1523,51.55,11:08:51.291
429077300313873120,1524,63.7,11:08:51.296
429293079470824165,1525,25.46,11:08:51.301
429604739477691114,1526,43.03,11:08:51.306
429828112136821487,1527,9.21,11:08:51.311
430213594041572084,1528,69.75,11:08:51.316
430514035593861881,1529,80.79,11:08:51.321
430770479501171454,1530,66.22,11:08:51.326
431063757048011523,1531,73.09,11:08:51.331
431344287131917064,1532,72.54,11:08:51.336
431569480857180941,1533,39.78,11:08:51.341
431898904848784146,1534,67.69,11:08:51.346
432134681373465367,1535,41.09,11:08:51.351
432356799902145308,1536,6.54,11:08:51.356
432753397182257953,1537,73.55,11:08:51.361
432951755951856422,1538,25.17,11:08:51.366
433287639574272811,1539,56.84,11:08:51.371
433476068379482928,1540,2.68,11:08:51.376
433859385620716341,1541,61.96,11:08:51.381
434196300035283770,1542,94.23,11:08:51.386
434459718969482047,1543,83.72,11:08:51.391
434763407517047620,1544,96.65,11:08:51.396
435005076736858953,1545,73.48,11:08:51.401
435167787277900622,1546,4.35,11:08:51.406
435569298000599891,1547,74.22,11:08:51.411
435894701902814040,1548,99.79,11:08:51.416
436103145255623517,1549,57.28,11:08:51.421
436448168568445794,1550,94.27,11:08:51.426
436655014193421159,1551,50.83,11:08:51.431
436955352666495852,1552,61.81,11:08:51.436
437216984894298993,1553,50.26,11:08:51.441
437518869555600246,1554,62.14,11:08:51.446
437827677704182651,1555,78.05,11:08:51.451
438112382496299904,1556,79.93,11:08:51.456
438330790173236101,1557,43.22,11:08:51.461
438633293309827978,1558,55.46,11:08:51.466
438897519697877903,1559,45.42,11:08:51.471
439248624684391316,1560,85.95,11:08:51.476
439494365533199257,1561,65.15,11:08:51.481
439747184488111006,1562,48.47,11:08:51.486
439966468338375587,1563,12.27,11:08:51.491
440233306066541480,1564,3.75,11:08:51.496
440532905805241261,1565,14.3,11:08:51.501
440933677793565618,1566,83.74,11:08:51.506
441168303267011511,1567,56.47,11:08:51.511
441467198631074748,1568,66.61,11:08:51.516
441708696052194241,1569,43.34,11:08:51.521
442024221529627590,1570,63.16,11:08:51.526
442304270577195979,1571,62.33,11:08:51.531
442596895289007056,1572,68.82,11:08:51.536
442789584701774805,1573,17.14,11:08:51.541
443103100134513626,1574,35.79,11:08:51.546
443421443110493151,1575,57.25,11:08:51.551
443614407401167844,1576,5.73,11:08:51.556
444019525896395753,1577,77.7,11:08:51.561
444244650902182894,1578,44.9,11:08:51.566
444462268305136627,1579,7.73,11:08:51.571
444792705909021688,1580,36.23,11:08:51.576
445048823398816765,1581,21.47,11:08:51.581
445318925302127618,1582,14.85,11:08:51.586
445723614300625927,1583,86.57,11:08:51.591
445957191802051596,1584,58.69,11:08:51.596
446224665185377297,1585,50.54,11:08:51.601
446577780216585238,1586,92.24,11:08:51.606
446831853301947419,1587,76.29,11:08:51.611
447094413242686496,1588,65.28,11:08:51.616
447392037296430117,1589,74.68,11:08:51.621
447565983471918122,1590,12.09,11:08:51.626
447959625814531119,1591,77.38,11:08:51.631
448131098088856628,1592,13.35,11:08:51.636
448513710955453497,1593,72.22,11:08:51.641
448687261993950270,1594,9.4,11:08:51.646
448979783626546243,1595,15.83,11:08:51.651
449285069901945928,1596,29.69,11:08:51.656
449683642867014733,1597,97.85,11:08:51.661
449856661329566802,1598,34.72,11:08:51.666
450212215902198871,1599,77.84,11:08:51.671
450393188644183132,1600,19.34,11:08:51.676
450661452301491297,1601,11.65,11:08:51.681
451031094366854246,1602,62.97,11:08:51.686
451270238145895531,1603,38.33,11:08:51.691
451589921151671408,1604,60.57,11:08:51.696
451919894899088501,1605,88.8,11:08:51.701
452102516908514426,1606,31.26,11:08:51.706
452500711916461183,1607,99.2,11:08:51.711
452772428727475332,1608,93.52,11:08:51.716
452977264307756169,1609,48.91,11:08:51.721
453219826880765070,1610,26.26,11:08:51.726
453488245156895891,1611,18.66,11:08:51.731
453812309029313688,1612,43.45,11:08:51.736
454135994944609437,1613,68.02,11:08:51.741
454433069242539170,1614,77.1,11:08:51.746
454649174817004711,1615,39.05,11:08:51.751
454977293138549932,1616,66.2,11:08:51.756
455233170110176433,1617,51.3,11:08:51.761
455443915565456566,1618,10.13,11:08:51.766
455748549005827259,1619,23.61,11:08:51.771
456150300246695104,1620,93.62,11:08:51.776
456304970608958661,1621,19.81,11:08:51.781
456582545755364554,1622,17.54,11:08:51.786
456840226613255375,1623,3.69,11:08:51.791
457230020665171156,1624,66.74,11:08:51.796
457472274000534745,1625,43.91,11:08:51.801
457830628891843806,1626,88.66,11:08:51.806
458123683100384483,1627,95.4,11:08:51.811
458399368461180136,1628,92.03,11:08:51.816
458555739630492909,1629,19.21,11:08:51.821
458949777110097138,1630,84.73,11:08:51.826
459230771050470647,1631,84.45,11:08:51.831
459529683594403068,1632,94.6,11:08:51.836
459789168338558209,1633,81.8,11:08:51.841
459983970875235590,1634,31.35,11:08:51.846
460244159994027275,1635,18.96,11:08:51.851
460606689593548048,1636,66.14,11:08:51.856
460818826618232085,1637,25.78,11:08:51.861
461096040987385114,1638,23.3,11:08:51.866
461461164747152671,1639,71.99,11:08:51.871
461742674083601700,1640,72.01,11:08:51.876
462012569828482345,1641,65.27,11:08:51.881
462202373023227182,1642,11.91,11:08:51.886
462496200325881139,1643,19.1,11:08:51.891
462789649671413048,1644,26.07,11:08:51.896
463073753168108861,1645,27.6,11:08:51.901
463423724283256130,1646,67.47,11:08:51.906
463626429559758151,1647,21.62,11:08:51.911
464037561009200460,1648,97.09,11:08:51.916
464304106679590225,1649,88.4,11:08:51.921
464595253922651478,1650,94.03,11:08:51.926
464863603479305563,1651,86.39,11:08:51.931
465117195528330592,1652,70.16,11:08:51.936
465385390466162021,1653,62.43,11:08:51.941
465631835689606506,1654,42.04,11:08:51.946
465976085908315503,1655,78.58,11:08:51.951
466135686893034868,1656,7.64,11:08:51.956
466434702516182393,1657,17.85,11:08:51.961
466798331627330942,1658,65.67,11:08:51.966
467042354489220483,1659,43.87,11:08:51.971
467299966627634568,1660,29.98,11:08:51.976
467638959806373261,1661,63.46,11:08:51.981
467981337419341202,1662,98.91,11:08:51.986
468239121356447127,1663,85.12,11:08:51.991
468518259870948764,1664,83.76,11:08:51.996
468710605686332833,1665,31.88,11:08:52.001
469050715556568486,1666,66.01,11:08:52.006
469337825530371499,1667,69.29,11:08:52.011
469655326692761008,1668,90.26,11:08:52.016
469842432648043957,1669,35.33,11:08:52.021
470180687092407738,1670,68.38,11:08:52.026
470512035229359551,1671,97.41,11:08:52.031
470681274120691140,1672,32.08,11:08:52.036
470943748162084297,1673,21.02,11:08:52.041
471190055946575310,1674,0.55,11:08:52.046
471493572695449043,1675,13.38,11:08:52.051
471808909194321368,1676,33.09,11:08:52.056
472056075972271581,1677,13.12,11:08:52.061
472472138044169698,1678,91.46,11:08:52.066
472657199595019751,1679,35.34,11:08:52.071
472984218404937196,1680,61.85,11:08:52.076
473226385840954865,1681,38.97,11:08:52.081
473580067807845878,1682,81.0,11:08:52.086
473812666056728059,1683,52.55,11:08:52.091
474050761863749120,1684,27.3,11:08:52.096
474452427205271045,1685,97.26,11:08:52.101
474667536347323914,1686,58.63,11:08:52.106
474909909941771791,1687,35.87,11:08:52.111
475135052127428116,1688,3.08,11:08:52.116
475446471616126489,1689,20.51,11:08:52.121
475748459356642846,1690,32.45,11:08:52.126
476023852659662371,1691,28.91,11:08:52.131
476357898036076072,1692,59.51,11:08:52.136
476562544637795885,1693,14.79,11:08:52.141
476903513501490738,1694,49.42,11:08:52.146
477176931119554103,1695,44.73,11:08:52.151
477487044938194492,1696,61.4,11:08:52.156
477762386701606465,1697,57.83,11:08:52.161
478084200011161158,1698,81.31,11:08:52.166
478340265961348683,1699,66.52,11:08:52.171
478611072239296080,1700,60.31,11:08:52.176
478816715273428565,1701,16.17,11:08:52.181
479179468211248730,1702,63.48,11:08:52.186
479387705405627999,1703,20.85,11:08:52.191
479663064348909156,1704,17.29,11:08:52.196
479952304626490985,1705,21.81,11:08:52.201
480345362853551726,1706,86.76,11:08:52.206
480571278133321331,1707,54.42,11:08:52.211
480904395796799096,1708,84.48,11:08:52.216
481162007935213181,1709,70.59,11:08:52.221
481336521046384258,1710,8.33,11:08:52.226
481674277274541703,1711,41.09,11:08:52.231
481898268408962700,1712,7.63,11:08:52.236
482187783564451473,1713,12.31,11:08:52.241
482596406752992918,1714,86.32,11:08:52.246
482729670998253211,1715,0.05,11:08:52.251
483041056127213216,1716,17.46,11:08:52.256
483448803142426277,1717,90.96,11:08:52.261
483655305170017962,1718,47.32,11:08:52.266
483986344069324463,1719,76.17,11:08:52.271
484178363467194036,1720,24.1,11:08:52.276
484490556050005689,1721,41.98,11:08:52.281
484721745549614782,1722,12.71,11:08:52.286
485150915861700291,1723,98.68,11:08:52.291
485423062169444040,1724,93.25,11:08:52.296
485599138648710861,1725,31.9,11:08:52.301
485855204598898386,1726,17.11,11:08:52.306
486205192893914839,1727,56.99,11:08:52.311
486443254341197532,1728,31.72,11:08:52.316
486744245649301217,1729,43.08,11:08:52.321
487118887056596710,1730,97.31,11:08:52.326
487237273535143659,1731,2.38,11:08:52.331
487545153970790128,1732,17.75,11:08:52.336
487861744600112885,1733,38.19,11:08:52.341
488156757313740538,1734,46.07,11:08:52.346
488397928317345535,1735,22.61,11:08:52.351
488793649424129796,1736,89.11,11:08:52.356
489049526395756297,1737,74.21,11:08:52.361
489221977922625294,1738,10.75,11:08:52.366
489562740627889939,1739,45.26,11:08:52.371
489804134969794328,1740,21.93,11:08:52.376
490134572573679389,1741,50.43,11:08:52.381
490371929646325538,1742,24.75,11:08:52.386
490760383668444967,1743,87.02,11:08:52.391
490922166496550700,1744,17.35,11:08:52.396
491296000449994545,1745,71.11,11:08:52.401
491527052510650166,1746,41.76,11:08:52.406
491888980814749499,1747,88.59,11:08:52.411
492187000005484352,1748,98.22,11:08:52.416
492373401586130757,1749,42.88,11:08:52.421
492681556899684170,1750,58.41,11:08:52.426
492867425904385871,1751,2.76,11:08:52.431
493312985811672916,1752,98.27,11:08:52.436
493536959766224729,1753,64.8,11:08:52.441
493765297407549278,1754,33.87,11:08:52.446
494156087891877731,1755,97.5,11:08:52.451
494401948999769960,1756,76.77,11:08:52.456
494591288338046829,1757,23.14,11:08:52.461
494858985059671922,1758,15.12,11:08:52.466
495176881359052663,1759,36.32,11:08:52.471
495439733357567868,1760,25.48,11:08:52.476
495747768412036993,1761,40.94,11:08:52.481
496066798582783878,1762,62.8,11:08:52.486
